,State,Year,Installed_Cap
442,Maryland,2001,0.0
443,Maryland,2002,0.0
444,Maryland,2003,0.0
445,Maryland,2004,0.0
446,Maryland,2005,0.0
447,Maryland,2006,0.0
448,Maryland,2007,0.0
449,Maryland,2008,0.0
450,Maryland,2009,0.0
451,Maryland,2010,70.0
452,Maryland,2011,120.0
453,Maryland,2012,120.0
454,Maryland,2013,120.0
455,Maryland,2014,160.0
456,Maryland,2015,190.0
457,Maryland,2016,190.0
458,Maryland,2017,191.0
459,Maryland,2018,191.0
460,Maryland,2019,191.0
461,Maryland,Q3 2020,191.0
462,Massachusetts,1999,0.3
463,Massachusetts,2000,0.3
464,Massachusetts,2001,0.98
465,Massachusetts,2002,0.98
466,Massachusetts,2003,0.98
467,Massachusetts,2004,0.98
468,Massachusetts,2005,1.08
469,Massachusetts,2006,3.5400000000000005
470,Massachusetts,2007,5.040000000000001
471,Massachusetts,2008,5.74
472,Massachusetts,2009,14.97
473,Massachusetts,2010,17.69
474,Massachusetts,2011,47.0
475,Massachusetts,2012,103.0
476,Massachusetts,2013,106.0
477,Massachusetts,2014,107.0
478,Massachusetts,2015,107.0
479,Massachusetts,2016,115.0
480,Massachusetts,2017,115.0
481,Massachusetts,2018,113.0
482,Massachusetts,2019,120.0
483,Massachusetts,Q3 2020,120.0
484,Michigan,1999,0.6
485,Michigan,2000,0.6
486,Michigan,2001,2.4
487,Michigan,2002,2.4
488,Michigan,2003,2.4
489,Michigan,2004,2.4
490,Michigan,2005,2.5949999999999998
491,Michigan,2006,2.5949999999999998
492,Michigan,2007,2.5949999999999998
493,Michigan,2008,144.39499999999998
494,Michigan,2009,138.495
495,Michigan,2010,164.395
496,Michigan,2011,377.0
497,Michigan,2012,988.0
498,Michigan,2013,1163.0
499,Michigan,2014,1531.0
500,Michigan,2015,1531.0
501,Michigan,2016,1611.0
502,Michigan,2017,1860.0
503,Michigan,2018,1904.0
504,Michigan,2019,2190.0
505,Michigan,Q3 2020,2459.0
506,Minnesota,1999,273.39
507,Minnesota,2000,291.21
508,Minnesota,2001,319.8
509,Minnesota,2002,337.70000000000005
510,Minnesota,2003,558.2500000000001
511,Minnesota,2004,600.1
512,Minnesota,2005,745.4
513,Minnesota,2006,895.8499999999999
514,Minnesota,2007,1299.7895000000005
515,Minnesota,2008,1752.8450000000007
516,Minnesota,2009,1810.045
517,Minnesota,2010,2205.37
518,Minnesota,2011,2718.0
519,Minnesota,2012,2987.0
520,Minnesota,2013,2987.0
521,Minnesota,2014,3035.0
522,Minnesota,2015,3235.0
523,Minnesota,2016,3526.0
524,Minnesota,2017,3699.0
525,Minnesota,2018,3779.0
526,Minnesota,2019,3843.0
527,Minnesota,Q3 2020,4048.0
528,Mississippi,1999,0.0
529,Mississippi,2000,0.0
530,Mississippi,2001,0.0
531,Mississippi,2002,0.0
532,Mississippi,2003,0.0
533,Mississippi,2004,0.0
534,Mississippi,2005,0.0
535,Mississippi,2006,0.0
536,Mississippi,2007,0.0
537,Mississippi,2008,0.0
538,Mississippi,2009,0.0
539,Mississippi,2010,0.0
540,Mississippi,2011,0.0
541,Mississippi,2012,0.0
542,Mississippi,2013,0.0
543,Mississippi,2014,0.0
544,Mississippi,2015,0.0
545,Mississippi,2016,0.0
546,Mississippi,2017,0.0
547,Mississippi,2018,0.0
548,Mississippi,2019,0.0
549,Mississippi,Q3 2020,0.0
550,Missouri,1999,0.0
551,Missouri,2000,0.0
552,Missouri,2001,0.0
553,Missouri,2002,0.0
554,Missouri,2003,0.0
555,Missouri,2004,0.0
556,Missouri,2005,0.0
557,Missouri,2006,0.0
558,Missouri,2007,61.7
559,Missouri,2008,162.5
560,Missouri,2009,308.5
561,Missouri,2010,457.0
562,Missouri,2011,459.0
563,Missouri,2012,458.0
564,Missouri,2013,459.0
565,Missouri,2014,459.0
566,Missouri,2015,459.0
567,Missouri,2016,659.0
568,Missouri,2017,959.0
569,Missouri,2018,959.0
570,Missouri,2019,959.0
571,Missouri,Q3 2020,1201.0
572,Montana,1999,0.1
573,Montana,2000,0.1
574,Montana,2001,0.1
575,Montana,2002,0.36
576,Montana,2003,1.145
577,Montana,2004,1.145
578,Montana,2005,136.86
579,Montana,2006,145.86
580,Montana,2007,152.895
581,Montana,2008,271.495
582,Montana,2009,374.995
583,Montana,2010,385.53
584,Montana,2011,386.0
585,Montana,2012,645.0
586,Montana,2013,645.0
587,Montana,2014,665.0
588,Montana,2015,665.0
589,Montana,2016,685.0
590,Montana,2017,695.0
591,Montana,2018,800.0
592,Montana,2019,800.0
593,Montana,Q3 2020,880.0
594,Nebraska,1999,2.82
595,Nebraska,2000,2.82
596,Nebraska,2001,2.82
597,Nebraska,2002,13.98
598,Nebraska,2003,13.98
599,Nebraska,2004,13.98
600,Nebraska,2005,73.38
601,Nebraska,2006,73.38
602,Nebraska,2007,71.88
603,Nebraska,2008,116.88
604,Nebraska,2009,152.88
605,Nebraska,2010,212.88
606,Nebraska,2011,337.0
607,Nebraska,2012,459.0
608,Nebraska,2013,534.0
609,Nebraska,2014,812.0
610,Nebraska,2015,890.0
611,Nebraska,2016,1328.0
612,Nebraska,2017,1426.0
613,Nebraska,2018,1972.0
614,Nebraska,2019,2142.0
615,Nebraska,Q3 2020,2364.0
616,Nevada,1999,0.0
617,Nevada,2000,0.0
618,Nevada,2001,0.0
619,Nevada,2002,0.0
620,Nevada,2003,0.0
621,Nevada,2004,0.0
622,Nevada,2005,0.0
623,Nevada,2006,0.0
624,Nevada,2007,0.0
625,Nevada,2008,0.0
626,Nevada,2009,0.0
627,Nevada,2010,0.0
628,Nevada,2011,0.0
629,Nevada,2012,152.0
630,Nevada,2013,152.0
631,Nevada,2014,152.0
632,Nevada,2015,152.0
633,Nevada,2016,152.0
634,Nevada,2017,152.0
635,Nevada,2018,152.0
636,Nevada,2019,152.0
637,Nevada,Q3 2020,152.0
638,New Hampshire,1999,0.05
639,New Hampshire,2000,0.05
640,New Hampshire,2001,0.05
641,New Hampshire,2002,0.05
642,New Hampshire,2003,0.05
643,New Hampshire,2004,0.05
644,New Hampshire,2005,0.05
645,New Hampshire,2006,1.1
646,New Hampshire,2007,1.1
647,New Hampshire,2008,25.1
648,New Hampshire,2009,25.2
649,New Hampshire,2010,25.45
650,New Hampshire,2011,26.0
651,New Hampshire,2012,171.0
652,New Hampshire,2013,171.0
653,New Hampshire,2014,171.0
654,New Hampshire,2015,185.0
655,New Hampshire,2016,185.0
656,New Hampshire,2017,185.0
657,New Hampshire,2018,185.0
658,New Hampshire,2019,214.0
659,New Hampshire,Q3 2020,214.0
660,New Jersey,1999,0.0
661,New Jersey,2000,0.0
662,New Jersey,2001,0.0
663,New Jersey,2002,0.0
664,New Jersey,2003,0.0
665,New Jersey,2004,0.0
666,New Jersey,2005,7.5
667,New Jersey,2006,7.5
668,New Jersey,2007,7.5
669,New Jersey,2008,7.5
670,New Jersey,2009,7.6
671,New Jersey,2010,7.6
672,New Jersey,2011,8.0
673,New Jersey,2012,9.0
674,New Jersey,2013,9.0
675,New Jersey,2014,9.0
676,New Jersey,2015,9.0
677,New Jersey,2016,9.0
678,New Jersey,2017,9.0
679,New Jersey,2018,9.0
680,New Jersey,2019,9.0
681,New Jersey,Q3 2020,9.0
682,New Mexico,1999,0.66
683,New Mexico,2000,0.66
684,New Mexico,2001,0.66
685,New Mexico,2002,0.66
686,New Mexico,2003,205.98
687,New Mexico,2004,265.98
688,New Mexico,2005,405.98
689,New Mexico,2006,495.98
690,New Mexico,2007,495.98
691,New Mexico,2008,497.48
692,New Mexico,2009,597.48
693,New Mexico,2010,699.88
694,New Mexico,2011,750.0
695,New Mexico,2012,778.0
696,New Mexico,2013,778.0
697,New Mexico,2014,812.0
698,New Mexico,2015,1080.0
699,New Mexico,2016,1112.0
700,New Mexico,2017,1682.0
701,New Mexico,2018,1732.0
702,New Mexico,2019,1953.0
703,New Mexico,Q3 2020,1953.0
704,New York,1999,0.0
705,New York,2000,18.2
706,New York,2001,48.15
707,New York,2002,48.449999999999996
708,New York,2003,48.449999999999996
709,New York,2004,48.449999999999996
710,New York,2005,185.5
711,New York,2006,370.3
712,New York,2007,424.8
713,New York,2008,831.8
714,New York,2009,1274.3
715,New York,2010,1274.3
716,New York,2011,1403.0
717,New York,2012,1638.0
718,New York,2013,1722.0
719,New York,2014,1748.0
720,New York,2015,1749.0
721,New York,2016,1827.0
722,New York,2017,1829.0
723,New York,2018,1987.0
724,New York,2019,1987.0
725,New York,Q3 2020,1987.0
726,North Carolina,1999,0.0
727,North Carolina,2000,0.0
728,North Carolina,2001,0.0
729,North Carolina,2002,0.0
730,North Carolina,2003,0.0
731,North Carolina,2004,0.0
732,North Carolina,2005,0.0
733,North Carolina,2006,0.0
734,North Carolina,2007,0.0
735,North Carolina,2008,0.0
736,North Carolina,2009,0.0
737,North Carolina,2010,0.0
738,North Carolina,2011,0.0
739,North Carolina,2012,0.0
740,North Carolina,2013,0.0
741,North Carolina,2014,0.0
742,North Carolina,2015,0.0
743,North Carolina,2016,0.0
744,North Carolina,2017,208.0
745,North Carolina,2018,208.0
746,North Carolina,2019,208.0
747,North Carolina,Q3 2020,208.0
748,North Dakota,1999,0.39
749,North Dakota,2000,0.39
750,North Dakota,2001,0.39
751,North Dakota,2002,4.79
752,North Dakota,2003,66.28999999999999
753,North Dakota,2004,66.28999999999999
754,North Dakota,2005,97.78999999999999
755,North Dakota,2006,178.33499999999998
756,North Dakota,2007,344.835
757,North Dakota,2008,714.495
758,North Dakota,2009,1202.596
759,North Dakota,2010,1423.63
760,North Dakota,2011,1445.0
761,North Dakota,2012,1680.0
762,North Dakota,2013,1681.0
763,North Dakota,2014,1886.0
764,North Dakota,2015,2143.0
765,North Dakota,2016,2746.0
766,North Dakota,2017,2996.0
767,North Dakota,2018,3155.0
768,North Dakota,2019,3628.0
769,North Dakota,Q3 2020,3640.0
770,Ohio,1999,0.0
771,Ohio,2000,0.0
772,Ohio,2001,0.0
773,Ohio,2002,0.0
774,Ohio,2003,3.6
775,Ohio,2004,7.2
776,Ohio,2005,7.2
777,Ohio,2006,7.425
778,Ohio,2007,7.425
779,Ohio,2008,7.425
780,Ohio,2009,7.425
781,Ohio,2010,9.625
782,Ohio,2011,112.0
783,Ohio,2012,428.0
784,Ohio,2013,428.0
785,Ohio,2014,435.0
786,Ohio,2015,443.0
787,Ohio,2016,545.0
788,Ohio,2017,617.0
789,Ohio,2018,729.0
790,Ohio,2019,738.0
791,Ohio,Q3 2020,864.0
792,Oklahoma,1999,0.0
793,Oklahoma,2000,0.0
794,Oklahoma,2001,0.0
795,Oklahoma,2002,0.0
796,Oklahoma,2003,176.25
797,Oklahoma,2004,176.25
798,Oklahoma,2005,474.5
799,Oklahoma,2006,534.5
800,Oklahoma,2007,689.0
801,Oklahoma,2008,708.05
802,Oklahoma,2009,1031.15
803,Oklahoma,2010,1481.8
804,Oklahoma,2011,2007.0
805,Oklahoma,2012,3134.0
806,Oklahoma,2013,3134.0
807,Oklahoma,2014,3782.0
808,Oklahoma,2015,5184.0
809,Oklahoma,2016,6645.0
810,Oklahoma,2017,7495.0
811,Oklahoma,2018,8072.0
812,Oklahoma,2019,8172.0
813,Oklahoma,Q3 2020,8173.0
814,Oregon,1999,25.08
815,Oregon,2000,25.08
816,Oregon,2001,156.84
817,Oregon,2002,218.33999999999997
818,Oregon,2003,259.34
819,Oregon,2004,262.64
820,Oregon,2005,337.64
821,Oregon,2006,438.14
822,Oregon,2007,885.3899999999999
823,Oregon,2008,1067.19
824,Oregon,2009,1758.14
825,Oregon,2010,2103.64
826,Oregon,2011,2513.0
827,Oregon,2012,3153.0
828,Oregon,2013,3153.0
829,Oregon,2014,3153.0
830,Oregon,2015,3153.0
831,Oregon,2016,3163.0
832,Oregon,2017,3213.0
833,Oregon,2018,3213.0
834,Oregon,2019,3423.0
835,Oregon,Q3 2020,3423.0
836,Pennsylvania,1999,0.13
837,Pennsylvania,2000,10.53
838,Pennsylvania,2001,34.53
839,Pennsylvania,2002,34.53
840,Pennsylvania,2003,129.03
841,Pennsylvania,2004,129.03
842,Pennsylvania,2005,129.03
843,Pennsylvania,2006,179.03
844,Pennsylvania,2007,293.53
845,Pennsylvania,2008,360.72999999999996
846,Pennsylvania,2009,748.23
847,Pennsylvania,2010,748.23
848,Pennsylvania,2011,789.0
849,Pennsylvania,2012,1340.0
850,Pennsylvania,2013,1340.0
851,Pennsylvania,2014,1340.0
852,Pennsylvania,2015,1340.0
853,Pennsylvania,2016,1369.0
854,Pennsylvania,2017,1369.0
855,Pennsylvania,2018,1369.0
856,Pennsylvania,2019,1459.0
857,Pennsylvania,Q3 2020,1459.0
858,Puerto Rico,1999,0.0
859,Puerto Rico,2000,0.0
860,Puerto Rico,2001,0.0
861,Puerto Rico,2002,0.0
862,Puerto Rico,2003,0.0
863,Puerto Rico,2004,0.0
864,Puerto Rico,2005,0.0
865,Puerto Rico,2006,0.0
866,Puerto Rico,2007,0.0
867,Puerto Rico,2008,0.0
868,Puerto Rico,2009,0.0
869,Puerto Rico,2010,0.0
870,Puerto Rico,2011,0.0
871,Puerto Rico,2012,125.0
872,Puerto Rico,2013,125.0
873,Puerto Rico,2014,125.0
874,Puerto Rico,2015,125.0
875,Puerto Rico,2016,125.0
876,Puerto Rico,2017,125.0
877,Puerto Rico,2018,125.0
878,Puerto Rico,2019,125.0
879,Puerto Rico,Q3 2020,125.0
880,Rhode Island,1999,0.0
881,Rhode Island,2000,0.0
882,Rhode Island,2001,0.0
883,Rhode Island,2002,0.0
884,Rhode Island,2003,0.0
885,Rhode Island,2004,0.0
886,Rhode Island,2005,0.0
887,Rhode Island,2006,0.66
888,Rhode Island,2007,0.66
889,Rhode Island,2008,0.66
890,Rhode Island,2009,2.36
891,Rhode Island,2010,2.36
892,Rhode Island,2011,2.0
893,Rhode Island,2012,9.0
894,Rhode Island,2013,9.0
895,Rhode Island,2014,9.0
896,Rhode Island,2015,9.0
897,Rhode Island,2016,52.0
898,Rhode Island,2017,54.0
899,Rhode Island,2018,75.0
900,Rhode Island,2019,75.0
901,Rhode Island,Q3 2020,75.0
902,South Carolina,1999,0.0
903,South Carolina,2000,0.0
904,South Carolina,2001,0.0
905,South Carolina,2002,0.0
906,South Carolina,2003,0.0
907,South Carolina,2004,0.0
908,South Carolina,2005,0.0
909,South Carolina,2006,0.0
910,South Carolina,2007,0.0
911,South Carolina,2008,0.0
912,South Carolina,2009,0.0
913,South Carolina,2010,0.0
914,South Carolina,2011,0.0
915,South Carolina,2012,0.0
916,South Carolina,2013,0.0
917,South Carolina,2014,0.0
918,South Carolina,2015,0.0
919,South Carolina,2016,0.0
920,South Carolina,2017,0.0
921,South Carolina,2018,0.0
922,South Carolina,2019,0.0
923,South Carolina,Q3 2020,0.0
924,South Dakota,1999,0.0
925,South Dakota,2000,0.0
926,South Dakota,2001,2.6
