,State,Year,Installed_Cap
104,California,2015,6108
105,California,2016,5662
106,California,2017,5609
107,California,2018,5885
108,California,2019,5973
109,California,2020,5871
110,Colorado,1999,21.6
111,Colorado,2000,21.6
112,Colorado,2001,61.2
113,Colorado,2002,61.2
114,Colorado,2003,223.2
115,Colorado,2004,230.7
116,Colorado,2005,230.75
117,Colorado,2006,290.75
118,Colorado,2007,1066.75
119,Colorado,2008,1067.65
120,Colorado,2009,1244.25
121,Colorado,2010,1298.55
122,Colorado,2011,1805
123,Colorado,2012,2301
124,Colorado,2013,2332
125,Colorado,2014,2593
126,Colorado,2015,2992
127,Colorado,2016,3026
128,Colorado,2017,3104
129,Colorado,2018,3706
130,Colorado,2019,3762
131,Colorado,2020,4558
132,Connecticut,1999,0
133,Connecticut,2000,0
134,Connecticut,2001,0
135,Connecticut,2002,0
136,Connecticut,2003,0
137,Connecticut,2004,0
138,Connecticut,2005,0
139,Connecticut,2006,0
140,Connecticut,2007,0
141,Connecticut,2008,0
142,Connecticut,2009,0
143,Connecticut,2010,0
144,Connecticut,2011,0
145,Connecticut,2012,0
146,Connecticut,2013,0
147,Connecticut,2014,0
148,Connecticut,2015,5
149,Connecticut,2016,5
150,Connecticut,2017,5
151,Connecticut,2018,5
152,Connecticut,2019,5
153,Connecticut,2020,5
154,Delaware,1999,0
155,Delaware,2000,0
156,Delaware,2001,0
157,Delaware,2002,0
158,Delaware,2003,0
159,Delaware,2004,0
160,Delaware,2005,0
161,Delaware,2006,0
162,Delaware,2007,0
163,Delaware,2008,0
164,Delaware,2009,0
165,Delaware,2010,2
166,Delaware,2011,2
167,Delaware,2012,2
168,Delaware,2013,2
169,Delaware,2014,2
170,Delaware,2015,2
171,Delaware,2016,2
172,Delaware,2017,2
173,Delaware,2018,2
174,Delaware,2019,2
175,Delaware,2020,2
176,District of Columbia,1999,0
177,District of Columbia,2000,0
178,District of Columbia,2001,0
179,District of Columbia,2002,0
180,District of Columbia,2003,0
181,District of Columbia,2004,0
182,District of Columbia,2005,0
183,District of Columbia,2006,0
184,District of Columbia,2007,0
185,District of Columbia,2008,0
186,District of Columbia,2009,0
187,District of Columbia,2010,0
188,District of Columbia,2011,0
189,District of Columbia,2012,0
190,District of Columbia,2013,0
191,District of Columbia,2014,0
192,District of Columbia,2015,0
193,District of Columbia,2016,0
194,District of Columbia,2017,0
195,District of Columbia,2018,0
196,District of Columbia,2019,0
197,District of Columbia,2020,0
198,Florida,1999,0
199,Florida,2000,0
200,Florida,2001,0
201,Florida,2002,0
202,Florida,2003,0
203,Florida,2004,0
204,Florida,2005,0
205,Florida,2006,0
206,Florida,2007,0
207,Florida,2008,0
208,Florida,2009,0
209,Florida,2010,0
210,Florida,2011,0
211,Florida,2012,0
212,Florida,2013,0
213,Florida,2014,0
214,Florida,2015,0
215,Florida,2016,0
216,Florida,2017,0
217,Florida,2018,0
218,Florida,2019,0
219,Florida,2020,0
220,Georgia,1999,0
221,Georgia,2000,0
222,Georgia,2001,0
223,Georgia,2002,0
224,Georgia,2003,0
225,Georgia,2004,0
226,Georgia,2005,0
227,Georgia,2006,0
228,Georgia,2007,0
229,Georgia,2008,0
230,Georgia,2009,0
231,Georgia,2010,0
232,Georgia,2011,0
233,Georgia,2012,0
234,Georgia,2013,0
235,Georgia,2014,0
236,Georgia,2015,0
237,Georgia,2016,0
238,Georgia,2017,0
239,Georgia,2018,0
240,Georgia,2019,0
241,Georgia,2020,0
242,Hawaii,1999,1.555
243,Hawaii,2000,1.555
244,Hawaii,2001,1.555
245,Hawaii,2002,8.555
246,Hawaii,2003,8.555
247,Hawaii,2004,8.555
248,Hawaii,2005,8.555
249,Hawaii,2006,42.115
250,Hawaii,2007,63.115
251,Hawaii,2008,63.115
252,Hawaii,2009,63.115
253,Hawaii,2010,63.115
254,Hawaii,2011,92
255,Hawaii,2012,206
256,Hawaii,2013,206
257,Hawaii,2014,206
258,Hawaii,2015,203
259,Hawaii,2016,203
260,Hawaii,2017,206
261,Hawaii,2018,206
262,Hawaii,2019,206
263,Hawaii,2020,233
264,Idaho,1999,0
265,Idaho,2000,0
266,Idaho,2001,0
267,Idaho,2002,0
268,Idaho,2003,0.216
269,Idaho,2004,0.216
270,Idaho,2005,75.216
271,Idaho,2006,75.316
272,Idaho,2007,75.316
273,Idaho,2008,75.64
274,Idaho,2009,146.824
275,Idaho,2010,352.516
276,Idaho,2011,618
277,Idaho,2012,973
278,Idaho,2013,973
279,Idaho,2014,973
280,Idaho,2015,973
281,Idaho,2016,973
282,Idaho,2017,973
283,Idaho,2018,973
284,Idaho,2019,973
285,Idaho,2020,973
286,Illinois,1999,0
287,Illinois,2000,0
288,Illinois,2001,0
289,Illinois,2002,0
290,Illinois,2003,50.4
291,Illinois,2004,51.06
292,Illinois,2005,107.16
293,Illinois,2006,107.16
294,Illinois,2007,699.37
295,Illinois,2008,915.07
296,Illinois,2009,1547.47
297,Illinois,2010,2044.56
298,Illinois,2011,2742
299,Illinois,2012,3568
300,Illinois,2013,3568
301,Illinois,2014,3568
302,Illinois,2015,3842
303,Illinois,2016,4026
304,Illinois,2017,4332
305,Illinois,2018,4861
306,Illinois,2019,5350
307,Illinois,2020,5858
308,Indiana,1999,0
309,Indiana,2000,0
310,Indiana,2001,0
311,Indiana,2002,0
312,Indiana,2003,0
313,Indiana,2004,0
314,Indiana,2005,0
315,Indiana,2006,0
316,Indiana,2007,0
317,Indiana,2008,130.5
318,Indiana,2009,1035.95
319,Indiana,2010,1339.15
320,Indiana,2011,1340
321,Indiana,2012,1543
322,Indiana,2013,1544
323,Indiana,2014,1745
324,Indiana,2015,1895
325,Indiana,2016,1895
326,Indiana,2017,2117
327,Indiana,2018,2317
328,Indiana,2019,2317
329,Indiana,2020,2464
330,Iowa,1999,242.42
331,Iowa,2000,242.42
332,Iowa,2001,324.17
333,Iowa,2002,422.65
334,Iowa,2003,471.82
335,Iowa,2004,633.993
336,Iowa,2005,836.303
337,Iowa,2006,932.228
338,Iowa,2007,1272.928
339,Iowa,2008,2791.178
340,Iowa,2009,3603.928
341,Iowa,2010,3674.928
342,Iowa,2011,4322
343,Iowa,2012,5133
344,Iowa,2013,5178
345,Iowa,2014,5688
346,Iowa,2015,6212
347,Iowa,2016,6917
348,Iowa,2017,7308
349,Iowa,2018,8422
350,Iowa,2019,10190
351,Iowa,2020,10799
352,Kansas,1999,1.5
353,Kansas,2000,1.5
354,Kansas,2001,113.7
355,Kansas,2002,113.7
356,Kansas,2003,113.7
357,Kansas,2004,113.7
358,Kansas,2005,263.7
359,Kansas,2006,364.2
360,Kansas,2007,364.2
361,Kansas,2008,921
362,Kansas,2009,1021
363,Kansas,2010,1074
364,Kansas,2011,1274
365,Kansas,2012,2713
366,Kansas,2013,2967
367,Kansas,2014,2967
368,Kansas,2015,3766
369,Kansas,2016,4451
370,Kansas,2017,5110
371,Kansas,2018,5653
372,Kansas,2019,6128
373,Kansas,2020,6512
374,Kentucky,1999,0
375,Kentucky,2000,0
376,Kentucky,2001,0
377,Kentucky,2002,0
378,Kentucky,2003,0
379,Kentucky,2004,0
380,Kentucky,2005,0
381,Kentucky,2006,0
382,Kentucky,2007,0
383,Kentucky,2008,0
384,Kentucky,2009,0
385,Kentucky,2010,0
386,Kentucky,2011,0
387,Kentucky,2012,0
388,Kentucky,2013,0
389,Kentucky,2014,0
390,Kentucky,2015,0
391,Kentucky,2016,0
392,Kentucky,2017,0
393,Kentucky,2018,0
394,Kentucky,2019,0
395,Kentucky,2020,0
396,Louisiana,1999,0
397,Louisiana,2000,0
398,Louisiana,2001,0
399,Louisiana,2002,0
400,Louisiana,2003,0
401,Louisiana,2004,0
402,Louisiana,2005,0
403,Louisiana,2006,0
404,Louisiana,2007,0
405,Louisiana,2008,0
406,Louisiana,2009,0
407,Louisiana,2010,0
408,Louisiana,2011,0
409,Louisiana,2012,0
410,Louisiana,2013,0
411,Louisiana,2014,0
412,Louisiana,2015,0
413,Louisiana,2016,0
414,Louisiana,2017,0
415,Louisiana,2018,0
416,Louisiana,2019,0
417,Louisiana,2020,0
418,Maine,1999,0.1
419,Maine,2000,0.1
420,Maine,2001,0.1
421,Maine,2002,0.1
422,Maine,2003,0.1
423,Maine,2004,0.1
424,Maine,2005,0.1
425,Maine,2006,9.1
426,Maine,2007,42.11
427,Maine,2008,46.61
428,Maine,2009,174.71
429,Maine,2010,266.2
430,Maine,2011,397
431,Maine,2012,431
432,Maine,2013,431
433,Maine,2014,440
434,Maine,2015,613
435,Maine,2016,901
436,Maine,2017,923
437,Maine,2018,923
438,Maine,2019,923
439,Maine,2020,923
440,Maryland,1999,0
441,Maryland,2000,0
442,Maryland,2001,0
443,Maryland,2002,0
444,Maryland,2003,0
445,Maryland,2004,0
446,Maryland,2005,0
447,Maryland,2006,0
448,Maryland,2007,0
449,Maryland,2008,0
450,Maryland,2009,0
451,Maryland,2010,70
452,Maryland,2011,120
453,Maryland,2012,120
454,Maryland,2013,120
455,Maryland,2014,160
456,Maryland,2015,190
457,Maryland,2016,190
458,Maryland,2017,191
459,Maryland,2018,191
460,Maryland,2019,191
461,Maryland,2020,191
462,Massachusetts,1999,0.3
463,Massachusetts,2000,0.3
464,Massachusetts,2001,0.98
465,Massachusetts,2002,0.98
466,Massachusetts,2003,0.98
467,Massachusetts,2004,0.98
468,Massachusetts,2005,1.08
469,Massachusetts,2006,3.54
470,Massachusetts,2007,5.04
471,Massachusetts,2008,5.74
472,Massachusetts,2009,14.97
473,Massachusetts,2010,17.69
474,Massachusetts,2011,47
475,Massachusetts,2012,103
476,Massachusetts,2013,106
477,Massachusetts,2014,107
478,Massachusetts,2015,107
479,Massachusetts,2016,115
480,Massachusetts,2017,115
481,Massachusetts,2018,113
482,Massachusetts,2019,120
483,Massachusetts,2020,120
484,Michigan,1999,0.6
485,Michigan,2000,0.6
486,Michigan,2001,2.4
487,Michigan,2002,2.4
488,Michigan,2003,2.4
489,Michigan,2004,2.4
490,Michigan,2005,2.595
491,Michigan,2006,2.595
492,Michigan,2007,2.595
493,Michigan,2008,144.395
494,Michigan,2009,138.495
495,Michigan,2010,164.395
496,Michigan,2011,377
497,Michigan,2012,988
498,Michigan,2013,1163
499,Michigan,2014,1531
500,Michigan,2015,1531
501,Michigan,2016,1611
502,Michigan,2017,1860
503,Michigan,2018,1904
504,Michigan,2019,2190
505,Michigan,2020,2459
506,Minnesota,1999,273.39
507,Minnesota,2000,291.21
508,Minnesota,2001,319.8
509,Minnesota,2002,337.7
510,Minnesota,2003,558.25
511,Minnesota,2004,600.1
512,Minnesota,2005,745.4
513,Minnesota,2006,895.85
514,Minnesota,2007,1299.7895
515,Minnesota,2008,1752.845
516,Minnesota,2009,1810.045
517,Minnesota,2010,2205.37
518,Minnesota,2011,2718
519,Minnesota,2012,2987
520,Minnesota,2013,2987
521,Minnesota,2014,3035
522,Minnesota,2015,3235
523,Minnesota,2016,3526
524,Minnesota,2017,3699
525,Minnesota,2018,3779
526,Minnesota,2019,3843
527,Minnesota,2020,4048
528,Mississippi,1999,0
529,Mississippi,2000,0
530,Mississippi,2001,0
531,Mississippi,2002,0
532,Mississippi,2003,0
533,Mississippi,2004,0
534,Mississippi,2005,0
535,Mississippi,2006,0
536,Mississippi,2007,0
537,Mississippi,2008,0
538,Mississippi,2009,0
539,Mississippi,2010,0
540,Mississippi,2011,0
541,Mississippi,2012,0
542,Mississippi,2013,0
543,Mississippi,2014,0
544,Mississippi,2015,0
545,Mississippi,2016,0
546,Mississippi,2017,0
547,Mississippi,2018,0
548,Mississippi,2019,0
549,Mississippi,2020,0
550,Missouri,1999,0
551,Missouri,2000,0
552,Missouri,2001,0
553,Missouri,2002,0
554,Missouri,2003,0
555,Missouri,2004,0
556,Missouri,2005,0
557,Missouri,2006,0
558,Missouri,2007,61.7
559,Missouri,2008,162.5
560,Missouri,2009,308.5
561,Missouri,2010,457
562,Missouri,2011,459
563,Missouri,2012,458
564,Missouri,2013,459
565,Missouri,2014,459
566,Missouri,2015,459
567,Missouri,2016,659
568,Missouri,2017,959
569,Missouri,2018,959
570,Missouri,2019,959
571,Missouri,2020,1201
572,Montana,1999,0.1
573,Montana,2000,0.1
574,Montana,2001,0.1
575,Montana,2002,0.36
576,Montana,2003,1.145
577,Montana,2004,1.145
578,Montana,2005,136.86
579,Montana,2006,145.86
580,Montana,2007,152.895
581,Montana,2008,271.495
582,Montana,2009,374.995
583,Montana,2010,385.53
584,Montana,2011,386
585,Montana,2012,645
586,Montana,2013,645
587,Montana,2014,665
588,Montana,2015,665
589,Montana,2016,685
590,Montana,2017,695
591,Montana,2018,800
592,Montana,2019,800
593,Montana,2020,880
594,Nebraska,1999,2.82
595,Nebraska,2000,2.82
596,Nebraska,2001,2.82
597,Nebraska,2002,13.98
598,Nebraska,2003,13.98
599,Nebraska,2004,13.98
600,Nebraska,2005,73.38
601,Nebraska,2006,73.38
602,Nebraska,2007,71.88
603,Nebraska,2008,116.88
604,Nebraska,2009,152.88
605,Nebraska,2010,212.88
606,Nebraska,2011,337
607,Nebraska,2012,459
608,Nebraska,2013,534
609,Nebraska,2014,812
610,Nebraska,2015,890
611,Nebraska,2016,1328
612,Nebraska,2017,1426
613,Nebraska,2018,1972
614,Nebraska,2019,2142
615,Nebraska,2020,2364
616,Nevada,1999,0
617,Nevada,2000,0
618,Nevada,2001,0
619,Nevada,2002,0
620,Nevada,2003,0
621,Nevada,2004,0
622,Nevada,2005,0
623,Nevada,2006,0
624,Nevada,2007,0
625,Nevada,2008,0
626,Nevada,2009,0
627,Nevada,2010,0
628,Nevada,2011,0
629,Nevada,2012,152
630,Nevada,2013,152
631,Nevada,2014,152
632,Nevada,2015,152
633,Nevada,2016,152
634,Nevada,2017,152
635,Nevada,2018,152
636,Nevada,2019,152
637,Nevada,2020,152
638,New Hampshire,1999,0.05
639,New Hampshire,2000,0.05
640,New Hampshire,2001,0.05
641,New Hampshire,2002,0.05
642,New Hampshire,2003,0.05
643,New Hampshire,2004,0.05
644,New Hampshire,2005,0.05
645,New Hampshire,2006,1.1
646,New Hampshire,2007,1.1
647,New Hampshire,2008,25.1
648,New Hampshire,2009,25.2
649,New Hampshire,2010,25.45
650,New Hampshire,2011,26
651,New Hampshire,2012,171
652,New Hampshire,2013,171
653,New Hampshire,2014,171
654,New Hampshire,2015,185
655,New Hampshire,2016,185
656,New Hampshire,2017,185
657,New Hampshire,2018,185
658,New Hampshire,2019,214
659,New Hampshire,2020,214
660,New Jersey,1999,0
661,New Jersey,2000,0
662,New Jersey,2001,0
663,New Jersey,2002,0
664,New Jersey,2003,0
665,New Jersey,2004,0
666,New Jersey,2005,7.5
667,New Jersey,2006,7.5
668,New Jersey,2007,7.5
669,New Jersey,2008,7.5
670,New Jersey,2009,7.6
671,New Jersey,2010,7.6
672,New Jersey,2011,8
673,New Jersey,2012,9
674,New Jersey,2013,9
675,New Jersey,2014,9
676,New Jersey,2015,9
677,New Jersey,2016,9
678,New Jersey,2017,9
679,New Jersey,2018,9
680,New Jersey,2019,9
681,New Jersey,2020,9
682,New Mexico,1999,0.66
683,New Mexico,2000,0.66
684,New Mexico,2001,0.66
685,New Mexico,2002,0.66
686,New Mexico,2003,205.98
687,New Mexico,2004,265.98
688,New Mexico,2005,405.98
689,New Mexico,2006,495.98
690,New Mexico,2007,495.98
691,New Mexico,2008,497.48
692,New Mexico,2009,597.48
693,New Mexico,2010,699.88
694,New Mexico,2011,750
695,New Mexico,2012,778
696,New Mexico,2013,778
697,New Mexico,2014,812
698,New Mexico,2015,1080
699,New Mexico,2016,1112
700,New Mexico,2017,1682
701,New Mexico,2018,1732
702,New Mexico,2019,1953
703,New Mexico,2020,1953
704,New York,1999,0
705,New York,2000,18.2
706,New York,2001,48.15
707,New York,2002,48.45
708,New York,2003,48.45
709,New York,2004,48.45
710,New York,2005,185.5
711,New York,2006,370.3
712,New York,2007,424.8
713,New York,2008,831.8
714,New York,2009,1274.3
715,New York,2010,1274.3
716,New York,2011,1403
717,New York,2012,1638
718,New York,2013,1722
719,New York,2014,1748
720,New York,2015,1749
721,New York,2016,1827
722,New York,2017,1829
723,New York,2018,1987
724,New York,2019,1987
725,New York,2020,1987
726,North Carolina,1999,0
727,North Carolina,2000,0
728,North Carolina,2001,0
729,North Carolina,2002,0
730,North Carolina,2003,0
731,North Carolina,2004,0
732,North Carolina,2005,0
733,North Carolina,2006,0
734,North Carolina,2007,0
735,North Carolina,2008,0
736,North Carolina,2009,0
737,North Carolina,2010,0
738,North Carolina,2011,0
739,North Carolina,2012,0
740,North Carolina,2013,0
741,North Carolina,2014,0
742,North Carolina,2015,0
743,North Carolina,2016,0
744,North Carolina,2017,208
745,North Carolina,2018,208
746,North Carolina,2019,208
747,North Carolina,2020,208
748,North Dakota,1999,0.39
749,North Dakota,2000,0.39
750,North Dakota,2001,0.39
751,North Dakota,2002,4.79
752,North Dakota,2003,66.29
753,North Dakota,2004,66.29
754,North Dakota,2005,97.79
755,North Dakota,2006,178.335
756,North Dakota,2007,344.835
757,North Dakota,2008,714.495
758,North Dakota,2009,1202.596
759,North Dakota,2010,1423.63
760,North Dakota,2011,1445
761,North Dakota,2012,1680
762,North Dakota,2013,1681
763,North Dakota,2014,1886
764,North Dakota,2015,2143
765,North Dakota,2016,2746
766,North Dakota,2017,2996
767,North Dakota,2018,3155
768,North Dakota,2019,3628
769,North Dakota,2020,3640
770,Ohio,1999,0
771,Ohio,2000,0
772,Ohio,2001,0
773,Ohio,2002,0
774,Ohio,2003,3.6
775,Ohio,2004,7.2
776,Ohio,2005,7.2
777,Ohio,2006,7.425
778,Ohio,2007,7.425
779,Ohio,2008,7.425
780,Ohio,2009,7.425
781,Ohio,2010,9.625
782,Ohio,2011,112
783,Ohio,2012,428
784,Ohio,2013,428
785,Ohio,2014,435
786,Ohio,2015,443
787,Ohio,2016,545
788,Ohio,2017,617
789,Ohio,2018,729
790,Ohio,2019,738
791,Ohio,2020,864
792,Oklahoma,1999,0
793,Oklahoma,2000,0
794,Oklahoma,2001,0
795,Oklahoma,2002,0
796,Oklahoma,2003,176.25
797,Oklahoma,2004,176.25
798,Oklahoma,2005,474.5
799,Oklahoma,2006,534.5
800,Oklahoma,2007,689
801,Oklahoma,2008,708.05
802,Oklahoma,2009,1031.15
803,Oklahoma,2010,1481.8
804,Oklahoma,2011,2007
805,Oklahoma,2012,3134
806,Oklahoma,2013,3134
807,Oklahoma,2014,3782
808,Oklahoma,2015,5184
809,Oklahoma,2016,6645
810,Oklahoma,2017,7495
811,Oklahoma,2018,8072
812,Oklahoma,2019,8172
813,Oklahoma,2020,8173
814,Oregon,1999,25.08
815,Oregon,2000,25.08
816,Oregon,2001,156.84
817,Oregon,2002,218.34
818,Oregon,2003,259.34
819,Oregon,2004,262.64
820,Oregon,2005,337.64
821,Oregon,2006,438.14
822,Oregon,2007,885.39
823,Oregon,2008,1067.19
824,Oregon,2009,1758.14
825,Oregon,2010,2103.64
826,Oregon,2011,2513
827,Oregon,2012,3153
828,Oregon,2013,3153
829,Oregon,2014,3153
830,Oregon,2015,3153
831,Oregon,2016,3163
832,Oregon,2017,3213
833,Oregon,2018,3213
834,Oregon,2019,3423
835,Oregon,2020,3423
836,Pennsylvania,1999,0.13
837,Pennsylvania,2000,10.53
838,Pennsylvania,2001,34.53
839,Pennsylvania,2002,34.53
840,Pennsylvania,2003,129.03
841,Pennsylvania,2004,129.03
842,Pennsylvania,2005,129.03
843,Pennsylvania,2006,179.03
844,Pennsylvania,2007,293.53
845,Pennsylvania,2008,360.73
846,Pennsylvania,2009,748.23
847,Pennsylvania,2010,748.23
848,Pennsylvania,2011,789
849,Pennsylvania,2012,1340
850,Pennsylvania,2013,1340
851,Pennsylvania,2014,1340
852,Pennsylvania,2015,1340
853,Pennsylvania,2016,1369
854,Pennsylvania,2017,1369
855,Pennsylvania,2018,1369
856,Pennsylvania,2019,1459
857,Pennsylvania,2020,1459
858,Puerto Rico,1999,0
859,Puerto Rico,2000,0
860,Puerto Rico,2001,0
861,Puerto Rico,2002,0
862,Puerto Rico,2003,0
863,Puerto Rico,2004,0
864,Puerto Rico,2005,0
865,Puerto Rico,2006,0
866,Puerto Rico,2007,0
867,Puerto Rico,2008,0
868,Puerto Rico,2009,0
869,Puerto Rico,2010,0
870,Puerto Rico,2011,0
871,Puerto Rico,2012,125
872,Puerto Rico,2013,125
873,Puerto Rico,2014,125
874,Puerto Rico,2015,125
875,Puerto Rico,2016,125
876,Puerto Rico,2017,125
877,Puerto Rico,2018,125
878,Puerto Rico,2019,125
879,Puerto Rico,2020,125
880,Rhode Island,1999,0
881,Rhode Island,2000,0
882,Rhode Island,2001,0
883,Rhode Island,2002,0
884,Rhode Island,2003,0
885,Rhode Island,2004,0
886,Rhode Island,2005,0
887,Rhode Island,2006,0.66
888,Rhode Island,2007,0.66
889,Rhode Island,2008,0.66
890,Rhode Island,2009,2.36
891,Rhode Island,2010,2.36
892,Rhode Island,2011,2
893,Rhode Island,2012,9
894,Rhode Island,2013,9
895,Rhode Island,2014,9
896,Rhode Island,2015,9
897,Rhode Island,2016,52
898,Rhode Island,2017,54
899,Rhode Island,2018,75
900,Rhode Island,2019,75
901,Rhode Island,2020,75
902,South Carolina,1999,0
903,South Carolina,2000,0
904,South Carolina,2001,0
905,South Carolina,2002,0
906,South Carolina,2003,0
907,South Carolina,2004,0
908,South Carolina,2005,0
909,South Carolina,2006,0
910,South Carolina,2007,0
911,South Carolina,2008,0
912,South Carolina,2009,0
913,South Carolina,2010,0
914,South Carolina,2011,0
915,South Carolina,2012,0
916,South Carolina,2013,0
917,South Carolina,2014,0
918,South Carolina,2015,0
919,South Carolina,2016,0
920,South Carolina,2017,0
921,South Carolina,2018,0
922,South Carolina,2019,0
923,South Carolina,2020,0
924,South Dakota,1999,0
925,South Dakota,2000,0
926,South Dakota,2001,2.6
927,South Dakota,2002,3.014
928,South Dakota,2003,44.264
929,South Dakota,2004,44.264
930,South Dakota,2005,44.264
931,South Dakota,2006,44.264
932,South Dakota,2007,98.264
933,South Dakota,2008,186.764
934,South Dakota,2009,313.164
935,South Dakota,2010,709.164
936,South Dakota,2011,784
937,South Dakota,2012,783
938,South Dakota,2013,783
939,South Dakota,2014,803
940,South Dakota,2015,977
941,South Dakota,2016,977
942,South Dakota,2017,977
943,South Dakota,2018,1019
944,South Dakota,2019,1525
945,South Dakota,2020,1848
946,Tennessee,1999,0
947,Tennessee,2000,1.98
948,Tennessee,2001,1.98
949,Tennessee,2002,1.98
950,Tennessee,2003,1.98
951,Tennessee,2004,28.98
952,Tennessee,2005,28.98
953,Tennessee,2006,28.98
954,Tennessee,2007,28.98
955,Tennessee,2008,28.98
956,Tennessee,2009,28.98
957,Tennessee,2010,28.98
958,Tennessee,2011,29
959,Tennessee,2012,29
960,Tennessee,2013,29
961,Tennessee,2014,29
962,Tennessee,2015,29
963,Tennessee,2016,29
964,Tennessee,2017,29
965,Tennessee,2018,29
966,Tennessee,2019,29
967,Tennessee,2020,29
968,Texas,1999,183.52
969,Texas,2000,183.52
970,Texas,2001,1095.76
971,Texas,2002,1095.76
972,Texas,2003,1290.26
973,Texas,2004,1290.26
974,Texas,2005,1992.07
975,Texas,2006,2735.77
976,Texas,2007,4353.37
977,Texas,2008,7112.67
978,Texas,2009,9403.37
979,Texas,2010,10089.43
980,Texas,2011,10394
981,Texas,2012,12214
982,Texas,2013,12355
983,Texas,2014,14098
984,Texas,2015,17713
985,Texas,2016,20321
986,Texas,2017,22637
987,Texas,2018,24899
988,Texas,2019,28843
989,Texas,2020,30904
990,Utah,1999,0
991,Utah,2000,0.225
992,Utah,2001,0.225
993,Utah,2002,0.225
994,Utah,2003,0.225
995,Utah,2004,0.225
996,Utah,2005,0.885
997,Utah,2006,0.885
998,Utah,2007,0.885
999,Utah,2008,19.785
1000,Utah,2009,223.285
1001,Utah,2010,223.285
1002,Utah,2011,325
1003,Utah,2012,325
1004,Utah,2013,325
1005,Utah,2014,325
1006,Utah,2015,327
1007,Utah,2016,391
1008,Utah,2017,391
1009,Utah,2018,391
1010,Utah,2019,391
1011,Utah,2020,391
1012,Vermont,1999,6.05
1013,Vermont,2000,6.05
1014,Vermont,2001,6.05
1015,Vermont,2002,6.05
1016,Vermont,2003,6.05
1017,Vermont,2004,6.05
1018,Vermont,2005,6.05
1019,Vermont,2006,6.05
1020,Vermont,2007,6.05
1021,Vermont,2008,6.05
1022,Vermont,2009,6.15
1023,Vermont,2010,6.15
1024,Vermont,2011,46
1025,Vermont,2012,119
1026,Vermont,2013,119
1027,Vermont,2014,119
1028,Vermont,2015,119
1029,Vermont,2016,119
1030,Vermont,2017,149
1031,Vermont,2018,149
1032,Vermont,2019,149
1033,Vermont,2020,149
1034,Virginia,1999,0
1035,Virginia,2000,0
1036,Virginia,2001,0
1037,Virginia,2002,0
1038,Virginia,2003,0
1039,Virginia,2004,0
1040,Virginia,2005,0
1041,Virginia,2006,0
1042,Virginia,2007,0
1043,Virginia,2008,0
1044,Virginia,2009,0
1045,Virginia,2010,0
1046,Virginia,2011,0
1047,Virginia,2012,0
1048,Virginia,2013,0
1049,Virginia,2014,0
